Price,Bedrooms,Bathrooms,Square Footage,Lot Size (Acres),Features,Listing Description
277400,3,1.5,1348,0.2,"['programmable thermostat', 'patio or deck', 'custom paint colors', 'pendant lighting', 'central vacuum', 'covered porch', 'brick or stone accents', 'modern lighting']","This serene 3-bedroom gem awaits your personal touch. Nestled in a premium tree-lined street, the 1348 square foot residence includes 1.5 well-appointed bathrooms. The 0.2-acre setting creates a welcoming atmosphere with room to grow. Key attributes include covered porch, modern lighting, central vacuum. An outstanding value at $277,400.0."
314500,5,3,2279,0.34,"['decorative light fixtures', 'functional storage', 'subway tile backsplash', 'kitchen island', 'central vacuum', 'ceiling fans', 'energy-efficient windows', 'crown molding in main rooms']","Prepare to be amazed by this immaculate 5-bedroom masterpiece. Anchored in a quiet cul-de-sac, the 2279 square foot home is a testament to sophisticated living. 3 luxurious bathrooms complement the expansive 0.3-acre property. Experience the extraordinary with features like crown molding in main rooms, kitchen island, functional storage. Sensationally priced at $314,500.0."
480500,4,2,2424,0.44,"['custom shower systems', 'high-end finishes', 'backup generator', 'energy-efficient systems', 'security system', 'custom front door', 'custom closet systems', 'coffered ceilings', 'hardwood floors']","Enter a world of possibilities with this incredible 4-bedroom home in a sought-after tree-lined street. The thoughtful 2424 square foot floor plan includes 2 strategically placed bathrooms. Set on a 0.4-acre lot, this residence balances indoor comfort with outdoor appeal. Distinctive elements like coffered ceilings, custom shower systems, custom closet systems make this property special. Now available for $480,500.0."
213900,3,1.5,1340,0.12,"['decorative light fixtures', 'covered porch', 'irrigation system', 'nice appliances', 'programmable thermostat', 'kitchen island']","Discover the joy of home ownership with this inviting 3-bedroom residence. Set in a desirable historic district, the 1340 square foot property includes 1.5 thoughtfully placed bathrooms. The 0.1-acre lot strikes the perfect balance between privacy and accessibility. Stand-out features include irrigation system, kitchen island, programmable thermostat, decorative light fixtures, covered porch. Available at $213,900.0."
343700,5,2.5,2009,0.2,"['stainless steel appliances', 'hardwood floors', 'linen closet', 'walk-in pantry', 'nice appliances', 'custom paint colors']","Life reimagined awaits in this captivating 5-bedroom residence. Set in a desirable scenic enclave, the 2009 square foot home features 2.5 well-positioned bathrooms. The 0.2-acre setting creates a perfect balance of privacy and community. Noteworthy elements include stainless steel appliances, linen closet, hardwood floors, walk-in pantry. An excellent value at $343,700.0."
253400,3,1.5,1333,0.2,"['covered porch', 'hardwood floors', 'solid-surface counters', 'garage door opener', 'custom window treatments', 'updated hardware']","Perfection personified describes this serene 3-bedroom sanctuary. Located in a suburban retreat, this 1333 square foot residence delivers on every level. With 1.5 well-designed bathrooms and a generous 0.2-acre lot, comfort meets sophistication. Indulge in exceptional amenities including covered porch, hardwood floors, custom window treatments, updated hardware. Your dream home awaits at just $253,400.0."
300000,4,2.5,2151,0.2,"['custom paint colors', 'recessed lighting', 'double vanity in master', 'updated hardware', 'fresh exterior paint', 'central vacuum', 'extra insulation', 'decent insulation']","Luxury meets functionality in this impressive 4-bedroom treasure. Nestled in a prime location, the 2151 square foot home is a masterpiece of modern design. 2.5 impeccable bathrooms adorn this 0.2-acre paradise. Discover living at its finest with features like central vacuum, decent insulation, fresh exterior paint. Priced to impress at $300,000.0."
494500,5,2.5,2347,0.57,"['metal roof', 'stone countertops', 'guest suite', 'dramatic entryway', 'home gym pre-wiring', 'swimming pool', 'wine cellar', 'luxury vinyl plank flooring', 'security system']","Welcome to your dream home! This alluring 5-bedroom residence redefines modern living. With 2.5 meticulously designed bathrooms and 2347 square feet of living space, every inch has been carefully considered. The 0.6-acre lot provides ample room for your lifestyle. Highlights include stone countertops, security system, home gym pre-wiring, dramatic entryway, guest suite. At $494,500.0, this home is a rare find you won't want to miss."
320100,4,2.5,1767,0.2,"['open concept layout', 'granite countertops', 'ceiling fans', 'energy-efficient windows', 'patio or deck', 'hardwood floors']","This well-appointed 4-bedroom residence is the definition of refined living. Situated in a sought-after vibrant downtown, the 1767 square foot home includes 2.5 tastefully appointed bathrooms. The 0.2-acre setting provides the perfect canvas for your lifestyle vision. Special features include patio or deck, hardwood floors, ceiling fans. A fantastic value at $320,100.0."
302100,3,2,1934,0.25,"['solid-surface counters', 'programmable thermostat', 'mudroom storage', 'recessed lighting', 'pendant lighting', 'fresh exterior paint', 'modern lighting']","Life reimagined awaits in this well-appointed 3-bedroom residence. Set in a desirable prime location, the 1934 square foot home features 2 well-positioned bathrooms. The 0.2-acre setting creates a perfect balance of privacy and community. Noteworthy elements include fresh exterior paint, solid-surface counters, recessed lighting, modern lighting, pendant lighting. An excellent value at $302,100.0."
172100,2,1,742,0.12,"['standard doorbell', 'carpet in bedrooms', 'standard door hardware', 'minimal landscaping']","This incredible 2-bedroom residence is the definition of refined living. Situated in a sought-after urban oasis, the 742 square foot home includes 1 tastefully appointed bathrooms. The 0.1-acre setting provides the perfect canvas for your lifestyle vision. Special features include standard door hardware, minimal landscaping, standard doorbell. A fantastic value at $172,100.0."
399700,3,2,1461,0.2,"['security system', 'waterfall countertops', 'custom fireplace', 'custom front door', 'custom shower systems', 'specialty rooms', 'guest suite', 'heated floors', 'sauna', 'home office setup', 'built-in speakers']","Prepare for love at first sight with this impressive 3-bedroom retreat. Tucked away in a scenic enclave, the 1461 square foot home is a sanctuary of modern design. 2 thoughtfully designed bathrooms complement the expansive 0.2-acre property. Discover exceptional living through features like home office setup, custom shower systems, sauna, specialty rooms. An unbeatable value at $399,700.0."
383900,3,1.5,1441,0.2,"['specialty rooms', 'home office setup', 'outdoor kitchen', 'natural stone exterior', 'home theater wiring', 'designer windows', 'electric car charging station', 'dramatic entryway', 'three-car garage']","This serene 3-bedroom home is a true showstopper. Set in a highly desired historic district, the 1441 square foot residence features 1.5 well-conceived bathrooms. The 0.2-acre lot creates an atmosphere of space and possibility. Noteworthy features include dramatic entryway, home theater wiring, specialty rooms, three-car garage, natural stone exterior. An incredible value at $383,900.0."
704500,6,3.5,3071,0.75,"['custom front door', 'luxury vinyl plank flooring', 'solar panel readiness', 'home gym pre-wiring', 'statement lighting fixtures', 'meditation garden', 'hidden storage solutions']","Make your move to this picturesque 6-bedroom residence that stands above the rest. Located in a premier historic district, the 3071 square foot home includes 3.5 expertly crafted bathrooms. The 0.8-acre grounds provide both privacy and potential. Special features include home gym pre-wiring, custom front door, meditation garden, solar panel readiness, statement lighting fixtures. Available now at $704,500.0."
262200,4,2,1746,0.2,"['dual-pane windows', 'irrigation system', 'modern lighting', 'mudroom storage', 'attic storage solutions']","This well-appointed 4-bedroom residence is the definition of refined living. Situated in a sought-after golf course adjacent, the 1746 square foot home includes 2 tastefully appointed bathrooms. The 0.2-acre setting provides the perfect canvas for your lifestyle vision. Special features include modern lighting, mudroom storage, irrigation system, attic storage solutions. A fantastic value at $262,200.0."
323700,4,2.5,2469,0.21,"['tankless water heater', 'brick or stone accents', 'garden area', 'crown molding in main rooms', 'updated kitchen', 'ceiling fans']","A true gem has arrived! This distinctive 4-bedroom home represents the pinnacle of contemporary living. Strategically positioned in a prime location, the property spans 2469 square feet of pure inspiration. 2.5 bathrooms provide both luxury and practicality on a 0.2-acre canvas. Distinguished by crown molding in main rooms, updated kitchen, ceiling fans, this home transcends ordinary expectations. Incredibly priced at $323,700.0, opportunity knocks."
327700,3,1.5,1991,0.2,"['energy-efficient windows', 'decent insulation', 'wainscoting', 'mudroom storage', 'stainless steel appliances', 'upgraded trim package']","Your search for perfection ends here! This classic 3-bedroom home is simply incomparable. Located in a tranquil setting, the 1991 square foot residence is a breath of fresh air. 1.5 elegantly appointed bathrooms complement the 0.2-acre grounds. Experience living at its finest with extraordinary features including energy-efficient windows, upgraded trim package, wainscoting, decent insulation, stainless steel appliances. An investment in your future at $327,700.0."
