Price,Bedrooms,Bathrooms,Square Footage,Lot Size (Acres),Features,Listing Description
286100.0,3,1.5,1311,0.29,"['ceiling fans', 'modern lighting', 'basic landscaping', 'energy-efficient windows', 'functional storage']","Welcome to your dream home! This exceptional 3-bedroom residence redefines modern living. With 1.5 meticulously designed bathrooms and 1311 square feet of living space, every inch has been carefully considered. The 0.3-acre lot provides ample room for your lifestyle. Highlights include ceiling fans, functional storage, basic landscaping. At $286,100.0, this home is a rare find you won't want to miss."
527600.0,4,2.0,2035,0.45,"['outdoor living spaces', 'walk-in closets', 'energy-efficient systems', 'professional landscaping', 'hardwood floors', 'gourmet kitchen', 'smart home features', 'designer windows']","Your search for perfection ends here! This impressive 4-bedroom home is a cut above the rest. Nestled in a quiet cul-de-sac, the 2035 square foot layout defines modern living. With 2 impeccable bathrooms spread across a 0.5-acre paradise, comfort knows no bounds. Elevate your lifestyle with extraordinary features like energy-efficient systems, designer windows, professional landscaping, walk-in closets. Priced to sell at $527,600.0."
226300.0,3,2.0,1160,0.12,"['energy-efficient windows', 'modern lighting', 'basic landscaping', 'nice appliances', 'hardwood floors', 'functional storage']","Welcome home to elegance! This magnificent 3-bedroom sanctuary redefines residential living. Proudly positioned in a tree-lined street, the 1160 square foot home is a masterclass in design. 2 spa-like bathrooms complement the expansive 0.1-acre grounds. Be impressed by premium features including nice appliances, basic landscaping, functional storage, energy-efficient windows. An unparalleled opportunity at $226,300.0."
609500.0,4,2.0,1939,0.39,"['smart home features', 'professional landscaping', 'custom lighting', 'designer windows', 'high-end appliances', 'energy-efficient systems', 'walk-in closets', 'outdoor living spaces', 'spa-like bathrooms', 'hardwood floors', 'gourmet kitchen']","A home that truly has it all! This exceptional 4-bedroom property is a game-changer. Situated in a sought-after community, the 1939 square foot layout maximizes every square inch. 2 beautifully designed bathrooms grace this 0.4-acre retreat. Fall in love with exceptional features such as energy-efficient systems, hardwood floors, smart home features, walk-in closets, spa-like bathrooms. An incredible value at $609,500.0."
291800.0,3,2.0,1161,0.1,"['basic landscaping', 'nice appliances', 'updated kitchen', 'energy-efficient windows', 'hardwood floors', 'modern lighting']","Your dream lifestyle starts here! This serene 3-bedroom home is nothing short of spectacular. Perfectly positioned in a urban oasis, the 1161 square foot residence is a true standout. 2 designer bathrooms and a 0.1-acre lot create an unparalleled living experience. Be captivated by remarkable features including hardwood floors, updated kitchen, nice appliances, modern lighting, basic landscaping. An exceptional opportunity at $291,800.0."
167300.0,2,1.5,913,0.11,"['basic lighting', 'standard windows', 'basic tile floors', 'simple appliances', 'modest kitchen']","Luxury meets functionality in this charming 2-bedroom treasure. Nestled in a suburban retreat, the 913 square foot home is a masterpiece of modern design. 1.5 impeccable bathrooms adorn this 0.1-acre paradise. Discover living at its finest with features like basic tile floors, standard windows, simple appliances, basic lighting, modest kitchen. Priced to impress at $167,300.0."
312200.0,4,2.0,1778,0.1,"['energy-efficient windows', 'nice appliances', 'ceiling fans', 'functional storage', 'updated kitchen', 'modern lighting', 'basic landscaping', 'hardwood floors']","Introducing a home that checks every box! This modern 4-bedroom property is a true showstopper. Perfectly situated in a riverside setting, the 1778 square foot home is a work of art. 2 stunning bathrooms grace this 0.1-acre estate. Fall in love with unique features like functional storage, ceiling fans, energy-efficient windows, modern lighting. Remarkably accessible at $312,200.0."
225800.0,2,1.0,800,0.1,"['ceiling fans', 'updated kitchen', 'energy-efficient windows', 'modern lighting', 'hardwood floors', 'functional storage']","A home that truly has it all! This pristine 2-bedroom property is a game-changer. Situated in a quiet cul-de-sac, the 800 square foot layout maximizes every square inch. 1 beautifully designed bathrooms grace this 0.1-acre retreat. Fall in love with exceptional features such as energy-efficient windows, hardwood floors, ceiling fans, functional storage, modern lighting. An incredible value at $225,800.0."
415100.0,3,2.0,1796,0.25,"['walk-in closets', 'designer windows', 'energy-efficient systems', 'high-end appliances', 'gourmet kitchen', 'smart home features', 'professional landscaping', 'spa-like bathrooms', 'outdoor living spaces']","Perfection personified describes this serene 3-bedroom sanctuary. Located in a suburban retreat, this 1796 square foot residence delivers on every level. With 2 well-designed bathrooms and a generous 0.2-acre lot, comfort meets sophistication. Indulge in exceptional amenities including gourmet kitchen, outdoor living spaces, spa-like bathrooms. Your dream home awaits at just $415,100.0."
228400.0,2,1.5,1238,0.2,"['hardwood floors', 'functional storage', 'ceiling fans', 'nice appliances', 'energy-efficient windows', 'modern lighting', 'basic landscaping']","Your search ends here! This beautiful 2-bedroom masterpiece is a testament to refined living. Nestled in a desirable subdivision, the 1238 square foot home boasts 1.5 perfectly appointed bathrooms. The 0.2-acre property offers both elegance and functionality. Elevate your lifestyle with features like nice appliances, hardwood floors, basic landscaping. Competitively priced at $228,400.0, this home won't last long."
248100.0,2,1.5,1196,0.15,"['energy-efficient windows', 'updated kitchen', 'ceiling fans', 'basic landscaping', 'nice appliances']","Prepare to be impressed by this modern home that seamlessly blends comfort and style. Boasting 2 bedrooms, 1.5 bathrooms, and 1196 square feet of thoughtfully designed space, this sought-after community property sits on a 0.1-acre lot that promises privacy and potential. Unique features such as ceiling fans, energy-efficient windows, basic landscaping, updated kitchen, nice appliances set this home apart. Offered at $248,100.0, this is an investment in your future."
150000.0,2,1.0,761,0.11,"['basic tile floors', 'standard windows', 'basic lighting', 'vinyl siding']","Experience luxury reimagined in this incredible 2-bedroom marvel. Situated in a urban oasis, the 761 square foot floor plan maximizes both style and function. Featuring 1 bathrooms and a sprawling 0.1-acre setting, every detail has been meticulously crafted. Standout characteristics include standard windows, vinyl siding, basic lighting. Your lifestyle upgrade awaits at $150,000."
247500.0,3,2.0,1424,0.16,"['modern lighting', 'hardwood floors', 'functional storage', 'energy-efficient windows', 'basic landscaping']","Luxury meets functionality in this elegant 3-bedroom treasure. Nestled in a suburban retreat, the 1424 square foot home is a masterpiece of modern design. 2 impeccable bathrooms adorn this 0.2-acre paradise. Discover living at its finest with features like modern lighting, functional storage, basic landscaping. Priced to impress at $247,500.0."
150000.0,2,1.5,894,0.06,"['standard windows', 'basic tile floors', 'modest kitchen', 'basic lighting', 'simple appliances', 'vinyl siding']","Luxury meets functionality in this luxurious 2-bedroom treasure. Nestled in a peaceful neighborhood, the 894 square foot home is a masterpiece of modern design. 1.5 impeccable bathrooms adorn this 0.1-acre paradise. Discover living at its finest with features like modest kitchen, basic lighting, simple appliances. Priced to impress at $150,000."
157400.0,2,1.0,722,0.13,"['standard windows', 'basic lighting', 'modest kitchen', 'basic tile floors']","Experience luxury reimagined in this incredible 2-bedroom marvel. Situated in a peaceful neighborhood, the 722 square foot floor plan maximizes both style and function. Featuring 1 bathrooms and a sprawling 0.1-acre setting, every detail has been meticulously crafted. Standout characteristics include standard windows, modest kitchen, basic tile floors. Your lifestyle upgrade awaits at $157,400.0."
402000.0,3,1.5,1722,0.54,"['gourmet kitchen', 'energy-efficient systems', 'hardwood floors', 'professional landscaping', 'custom lighting', 'spa-like bathrooms', 'designer windows', 'walk-in closets', 'high-end appliances', 'outdoor living spaces', 'smart home features']","Discover a contemporary 3-bedroom home that truly stands out in this up-and-coming area. Spanning 1722 square feet on a 0.5-acre lot, this property offers 1.5 bathrooms and unparalleled charm. Standout features include hardwood floors, custom lighting, walk-in closets, professional landscaping, designer windows. Priced at $402,000.0, this home represents an extraordinary opportunity for discerning buyers."
406100.0,3,2.0,1308,0.55,"['spa-like bathrooms', 'walk-in closets', 'high-end appliances', 'custom lighting', 'smart home features', 'gourmet kitchen', 'outdoor living spaces', 'professional landscaping', 'hardwood floors', 'energy-efficient systems']","Introducing a home that checks every box! This inviting 3-bedroom property is a true showstopper. Perfectly situated in a historic district, the 1308 square foot home is a work of art. 2 stunning bathrooms grace this 0.6-acre estate. Fall in love with unique features like professional landscaping, smart home features, gourmet kitchen. Remarkably accessible at $406,100.0."
